nombre ; tri par tas ; autre tri ;
10;0.005000;0.003000
20;0.005000;0.005000
30;0.008000;0.009000
40;0.016000;0.028000
50;0.017000;0.028000
60;0.023000;0.056000
70;0.016000;0.038000
80;0.024000;0.062000
90;0.021000;0.061000
100;0.016000;0.051000
110;0.031000;0.104000
120;0.040000;0.181000
130;0.049000;0.269000
150;0.043000;0.235000
160;0.058000;0.312000
170;0.050000;0.241000
180;0.050000;0.291000
190;0.044000;0.299000
200;0.070000;0.394000
210;0.056000;0.342000
